order_id,order_date,customer_id,city,age,gender,acquisition_channel,category,quantity,item_price,revenue,order_value,discount_applied,payment_method
6216,2026-04-02,845,Ahmedabad,29,F,Paid Ads,Home & Kitchen,3,901.33,2703.9900000000002,2226.36,1,Wallet
6216,2026-04-02,845,Ahmedabad,29,F,Paid Ads,Books,1,1653.35,1653.35,2226.36,1,Wallet
6745,2026-04-02,928,Patna,61,F,Paid Ads,Home & Kitchen,2,879.51,1759.02,2622.7,0,Card
6745,2026-04-02,928,Patna,61,F,Paid Ads,Grocery,1,742.04,742.04,2622.7,0,Card
6745,2026-04-02,928,Patna,61,F,Paid Ads,Beauty,2,1079.54,2159.08,2622.7,0,Card
8253,2026-04-02,1141,Kolkata,41,M,Referral,Beauty,1,606.47,606.47,1371.78,0,COD
8253,2026-04-02,1141,Kolkata,41,M,Referral,Sports,3,834.67,2504.0099999999998,1371.78,0,COD
9275,2026-04-02,1286,Patna,55,M,Referral,Home & Kitchen,1,1398.08,1398.08,1507.49,0,UPI
10606,2026-04-02,1505,Bangalore,26,M,Organic,Fashion,1,2173.38,2173.38,2834.86,1,UPI
11273,2026-04-02,1599,Pune,21,F,Referral,Sports,1,668.04,668.04,1115.87,1,Wallet
11273,2026-04-02,1599,Pune,21,F,Referral,Books,1,567.34,567.34,1115.87,1,Wallet
11434,2026-04-02,1630,Delhi,32,F,Referral,Beauty,2,550.39,1100.78,1972.6,1,Wallet
11434,2026-04-02,1630,Delhi,32,F,Referral,Fashion,2,490.91,981.82,1972.6,1,Wallet
11434,2026-04-02,1630,Delhi,32,F,Referral,Grocery,2,458.77,917.54,1972.6,1,Wallet
11434,2026-04-02,1630,Delhi,32,F,Referral,Sports,3,352.15,1056.4499999999998,1972.6,1,Wallet
11678,2026-04-02,1666,Pune,45,F,Referral,Home & Kitchen,3,745.06,2235.18,2928.94,0,Card
11678,2026-04-02,1666,Pune,45,F,Referral,Electronics,2,675.17,1350.34,2928.94,0,Card
11678,2026-04-02,1666,Pune,45,F,Referral,Toys,3,544.52,1633.56,2928.94,0,Card
11678,2026-04-02,1666,Pune,45,F,Referral,Home & Kitchen,2,856.96,1713.92,2928.94,0,Card
13590,2026-04-02,1931,Mumbai,45,M,Email,Beauty,3,446.69,1340.07,1828.13,0,UPI
13590,2026-04-02,1931,Mumbai,45,M,Email,Home & Kitchen,1,535.6,535.6,1828.13,0,UPI
13590,2026-04-02,1931,Mumbai,45,M,Email,Grocery,1,523.34,523.34,1828.13,0,UPI
13590,2026-04-02,1931,Mumbai,45,M,Email,Fashion,1,264.4,264.4,1828.13,0,UPI
13810,2026-04-02,1967,Patna,51,M,Email,Grocery,1,499.62,499.62,1735.63,1,UPI
13810,2026-04-02,1967,Patna,51,M,Email,Electronics,1,349.13,349.13,1735.63,1,UPI
13810,2026-04-02,1967,Patna,51,M,Email,Books,2,452.1,904.2,1735.63,1,UPI
13810,2026-04-02,1967,Patna,51,M,Email,Books,3,406.96,1220.8799999999999,1735.63,1,UPI
13920,2026-04-02,1971,Jaipur,25,M,Organic,Home & Kitchen,1,1385.87,1385.87,3112.58,0,Wallet
13920,2026-04-02,1971,Jaipur,25,M,Organic,Books,2,1430.18,2860.36,3112.58,0,Wallet
14595,2026-04-02,2063,Hyderabad,61,F,Email,Books,2,1011.37,2022.74,1044.4,0,UPI
15315,2026-04-02,2166,Chennai,20,F,Referral,Grocery,1,481.15,481.15,1627.16,0,UPI
15315,2026-04-02,2166,Chennai,20,F,Referral,Sports,3,714.75,2144.25,1627.16,0,UPI
15315,2026-04-02,2166,Chennai,20,F,Referral,Beauty,3,408.13,1224.3899999999999,1627.16,0,UPI
16151,2026-04-02,2277,Ahmedabad,24,M,Paid Ads,Beauty,1,614.82,614.82,791.43,0,COD
16548,2026-04-02,2336,Patna,21,F,Paid Ads,Grocery,1,1018.37,1018.37,2826.02,0,Card
16548,2026-04-02,2336,Patna,21,F,Paid Ads,Grocery,1,696.29,696.29,2826.02,0,Card
16548,2026-04-02,2336,Patna,21,F,Paid Ads,Fashion,2,1143.95,2287.9,2826.02,0,Card
17836,2026-04-02,2509,Ahmedabad,18,M,Social Media,Fashion,2,482.91,965.82,1741.36,0,UPI
17836,2026-04-02,2509,Ahmedabad,18,M,Social Media,Toys,1,370.26,370.26,1741.36,0,UPI
17836,2026-04-02,2509,Ahmedabad,18,M,Social Media,Home & Kitchen,2,366.77,733.54,1741.36,0,UPI
17836,2026-04-02,2509,Ahmedabad,18,M,Social Media,Fashion,3,473.89,1421.67,1741.36,0,UPI
19579,2026-04-02,2754,Bangalore,20,M,Paid Ads,Grocery,1,1713.01,1713.01,4111.95,0,Card
19579,2026-04-02,2754,Bangalore,20,M,Paid Ads,Grocery,1,2151.86,2151.86,4111.95,0,Card
19693,2026-04-02,2766,Jaipur,34,M,Organic,Sports,3,2523.0,7569.0,2384.18,1,Card
20358,2026-04-02,2867,Kolkata,22,M,Organic,Books,2,1508.77,3017.54,1172.97,0,Card
20983,2026-04-02,2944,Jaipur,52,F,Organic,Books,3,609.35,1828.0500000000002,1330.5,1,COD
20983,2026-04-02,2944,Jaipur,52,F,Organic,Toys,3,569.46,1708.38,1330.5,1,COD
21054,2026-04-02,2954,Hyderabad,24,F,Organic,Home & Kitchen,2,409.13,818.26,1494.41,0,UPI
21054,2026-04-02,2954,Hyderabad,24,F,Organic,Electronics,3,410.6,1231.8000000000002,1494.41,0,UPI
21054,2026-04-02,2954,Hyderabad,24,F,Organic,Electronics,3,362.64,1087.92,1494.41,0,UPI
21054,2026-04-02,2954,Hyderabad,24,F,Organic,Toys,2,222.25,444.5,1494.41,0,UPI
22840,2026-04-02,3202,Pune,34,F,Paid Ads,Grocery,2,1169.86,2339.72,4167.55,0,UPI
22840,2026-04-02,3202,Pune,34,F,Paid Ads,Grocery,3,1765.62,5296.86,4167.55,0,UPI
22840,2026-04-02,3202,Pune,34,F,Paid Ads,Sports,1,891.63,891.63,4167.55,0,UPI
22841,2026-04-02,3202,Pune,34,F,Paid Ads,Toys,3,983.9,2951.7,2944.24,0,Card
22841,2026-04-02,3202,Pune,34,F,Paid Ads,Home & Kitchen,3,872.26,2616.7799999999997,2944.24,0,Card
22841,2026-04-02,3202,Pune,34,F,Paid Ads,Sports,3,987.9,2963.7,2944.24,0,Card
23461,2026-04-02,3299,Mumbai,53,F,Email,Home & Kitchen,3,4307.46,12922.380000000001,3730.65,0,UPI
23676,2026-04-02,3322,Mumbai,58,F,Organic,Fashion,3,817.24,2451.7200000000003,693.12,0,UPI
24459,2026-04-02,3473,Jaipur,35,F,Referral,Beauty,1,187.33,187.33,200.0,0,Wallet
24682,2026-04-02,3505,Bangalore,47,M,Organic,Grocery,1,4740.49,4740.49,4153.02,1,UPI
25133,2026-04-02,3553,Hyderabad,50,F,Paid Ads,Grocery,3,333.91,1001.73,1792.25,1,Card
25133,2026-04-02,3553,Hyderabad,50,F,Paid Ads,Electronics,2,596.14,1192.28,1792.25,1,Card
25133,2026-04-02,3553,Hyderabad,50,F,Paid Ads,Beauty,1,358.73,358.73,1792.25,1,Card
25133,2026-04-02,3553,Hyderabad,50,F,Paid Ads,Grocery,1,451.31,451.31,1792.25,1,Card
25284,2026-04-02,3569,Pune,59,F,Email,Electronics,2,241.98,483.96,736.26,1,UPI
25284,2026-04-02,3569,Pune,59,F,Email,Home & Kitchen,3,308.17,924.51,736.26,1,UPI
25284,2026-04-02,3569,Pune,59,F,Email,Grocery,1,171.38,171.38,736.26,1,UPI
26584,2026-04-02,3774,Hyderabad,64,M,Email,Electronics,2,1022.57,2045.14,2628.6,0,Wallet
26584,2026-04-02,3774,Hyderabad,64,M,Email,Sports,2,582.73,1165.46,2628.6,0,Wallet
26584,2026-04-02,3774,Hyderabad,64,M,Email,Toys,2,881.0,1762.0,2628.6,0,Wallet
27455,2026-04-02,3900,Jaipur,30,F,Paid Ads,Electronics,2,481.62,963.24,1341.75,1,Wallet
27455,2026-04-02,3900,Jaipur,30,F,Paid Ads,Toys,1,435.73,435.73,1341.75,1,Wallet
27455,2026-04-02,3900,Jaipur,30,F,Paid Ads,Sports,3,447.19,1341.57,1341.75,1,Wallet
27933,2026-04-02,3975,Hyderabad,30,F,Paid Ads,Toys,1,1726.4,1726.4,1413.79,1,Wallet
28178,2026-04-02,4012,Mumbai,36,M,Organic,Books,3,1080.98,3242.94,879.51,1,Card
28534,2026-04-02,4069,Pune,61,M,Organic,Electronics,1,1509.11,1509.11,1468.26,0,Wallet
28866,2026-04-02,4105,Jaipur,56,M,Social Media,Sports,2,1511.97,3023.94,1443.88,0,Wallet
31023,2026-04-02,4431,Bangalore,26,M,Paid Ads,Sports,2,1607.85,3215.7,4482.57,0,UPI
31023,2026-04-02,4431,Bangalore,26,M,Paid Ads,Fashion,1,1693.71,1693.71,4482.57,0,UPI
31023,2026-04-02,4431,Bangalore,26,M,Paid Ads,Sports,3,1497.14,4491.42,4482.57,0,UPI
31724,2026-04-02,4526,Chennai,34,M,Email,Books,2,3731.96,7463.92,3438.66,1,Card
31789,2026-04-02,4530,Patna,35,F,Email,Sports,3,1191.47,3574.41,2595.05,1,UPI
31789,2026-04-02,4530,Patna,35,F,Email,Home & Kitchen,2,1724.14,3448.28,2595.05,1,UPI
32539,2026-04-02,4621,Bangalore,59,M,Organic,Electronics,3,570.43,1711.29,1838.13,0,Wallet
32539,2026-04-02,4621,Bangalore,59,M,Organic,Books,1,462.21,462.21,1838.13,0,Wallet
32539,2026-04-02,4621,Bangalore,59,M,Organic,Electronics,2,1029.18,2058.36,1838.13,0,Wallet
33531,2026-04-02,4750,Pune,22,F,Email,Toys,2,2307.95,4615.9,4770.56,0,Card
33531,2026-04-02,4750,Pune,22,F,Email,Electronics,3,2439.97,7319.91,4770.56,0,Card
33609,2026-04-02,4765,Pune,18,F,Organic,Sports,3,397.7,1193.1,1298.85,1,COD
33609,2026-04-02,4765,Pune,18,F,Organic,Sports,3,419.51,1258.53,1298.85,1,COD
33609,2026-04-02,4765,Pune,18,F,Organic,Electronics,3,358.01,1074.03,1298.85,1,COD
33610,2026-04-02,4765,Pune,18,F,Organic,Beauty,3,327.03,981.0899999999999,904.66,0,COD
33610,2026-04-02,4765,Pune,18,F,Organic,Electronics,1,208.61,208.61,904.66,0,COD
33610,2026-04-02,4765,Pune,18,F,Organic,Fashion,2,452.1,904.2,904.66,0,COD
24,2026-04-03,5,Jaipur,19,F,Email,Toys,1,3658.85,3658.85,4397.9,1,Card
145,2026-04-03,16,Chennai,24,F,Referral,Fashion,3,302.07,906.21,994.62,0,UPI
145,2026-04-03,16,Chennai,24,F,Referral,Beauty,2,230.59,461.18,994.62,0,UPI
145,2026-04-03,16,Chennai,24,F,Referral,Books,3,287.96,863.8799999999999,994.62,0,UPI
145,2026-04-03,16,Chennai,24,F,Referral,Books,1,202.26,202.26,994.62,0,UPI
314,2026-04-03,37,Bangalore,32,F,Organic,Electronics,2,494.92,989.84,1512.99,0,Card
314,2026-04-03,37,Bangalore,32,F,Organic,Toys,2,597.4,1194.8,1512.99,0,Card
314,2026-04-03,37,Bangalore,32,F,Organic,Beauty,1,509.96,509.96,1512.99,0,Card
2438,2026-04-03,338,Ahmedabad,40,M,Email,Electronics,1,753.54,753.54,3005.4,0,COD
2438,2026-04-03,338,Ahmedabad,40,M,Email,Home & Kitchen,3,732.81,2198.43,3005.4,0,COD
2438,2026-04-03,338,Ahmedabad,40,M,Email,Toys,1,822.49,822.49,3005.4,0,COD
2438,2026-04-03,338,Ahmedabad,40,M,Email,Beauty,3,644.77,1934.31,3005.4,0,COD
2963,2026-04-03,399,Ahmedabad,56,M,Paid Ads,Sports,2,981.52,1963.04,3686.71,0,COD
2963,2026-04-03,399,Ahmedabad,56,M,Paid Ads,Grocery,2,699.3,1398.6,3686.71,0,COD
2963,2026-04-03,399,Ahmedabad,56,M,Paid Ads,Home & Kitchen,2,986.1,1972.2,3686.71,0,COD
2963,2026-04-03,399,Ahmedabad,56,M,Paid Ads,Books,1,1161.92,1161.92,3686.71,0,COD
3483,2026-04-03,472,Hyderabad,41,F,Paid Ads,Electronics,3,2334.41,7003.23,1954.77,1,COD
3941,2026-04-03,517,Bangalore,54,M,Organic,Books,2,609.99,1219.98,1320.96,1,Card
3941,2026-04-03,517,Bangalore,54,M,Organic,Grocery,3,886.37,2659.11,1320.96,1,Card
4642,2026-04-03,635,Patna,51,M,Paid Ads,Home & Kitchen,3,850.73,2552.19,2902.83,0,Card
4642,2026-04-03,635,Patna,51,M,Paid Ads,Grocery,2,1279.73,2559.46,2902.83,0,Card
4642,2026-04-03,635,Patna,51,M,Paid Ads,Grocery,1,916.08,916.08,2902.83,0,Card
5173,2026-04-03,703,Ahmedabad,50,M,Paid Ads,Grocery,1,432.59,432.59,1751.14,0,UPI
5173,2026-04-03,703,Ahmedabad,50,M,Paid Ads,Sports,3,319.61,958.83,1751.14,0,UPI
5173,2026-04-03,703,Ahmedabad,50,M,Paid Ads,Toys,2,412.62,825.24,1751.14,0,UPI
5173,2026-04-03,703,Ahmedabad,50,M,Paid Ads,Electronics,2,495.6,991.2,1751.14,0,UPI
5290,2026-04-03,712,Patna,26,M,Referral,Books,3,888.8,2666.3999999999996,1836.71,1,UPI
5290,2026-04-03,712,Patna,26,M,Referral,Toys,1,1110.35,1110.35,1836.71,1,UPI
5414,2026-04-03,727,Hyderabad,39,F,Referral,Home & Kitchen,1,1385.13,1385.13,2552.19,1,Card
5414,2026-04-03,727,Hyderabad,39,F,Referral,Grocery,1,1404.48,1404.48,2552.19,1,Card
5677,2026-04-03,763,Kolkata,39,M,Referral,Electronics,2,3094.87,6189.74,3447.55,0,Wallet
7720,2026-04-03,1061,Bangalore,37,F,Organic,Beauty,2,399.45,798.9,1049.58,0,Card
7720,2026-04-03,1061,Bangalore,37,F,Organic,Beauty,1,808.74,808.74,1049.58,0,Card
8019,2026-04-03,1116,Kolkata,36,F,Paid Ads,Beauty,2,217.58,435.16,439.59,1,Wallet
8019,2026-04-03,1116,Kolkata,36,F,Paid Ads,Fashion,3,223.37,670.11,439.59,1,Wallet
8812,2026-04-03,1229,Delhi,19,M,Organic,Toys,1,921.65,921.65,2005.32,0,Card
8812,2026-04-03,1229,Delhi,19,M,Organic,Beauty,3,1173.66,3520.9800000000005,2005.32,0,Card
